bill_id,state,identifier,first_action_date,bill_title,post_id,post_date,cosine_similarity,post_text,manual_alignment_valid,manual_notes
ocd-bill/07f7b8d0-ff32-4824-8428-c6891931bea6,Virginia,SB 466,2026-01-13 00:00:00+00:00,"Electric utilities; cost recovery, costs substantially related to serving data center customers.",1745454970136302,2026-03-25 22:32:54+00:00,0.11828651339418328,"These AI data centers require nonstop power to run high intensity chips and cooling systems and utilities are building new infrastructure to keep up. That cost does not disappear. It gets pushed onto everyday people through higher monthly bills. Reports show communities near these facilities seeing sharp increases and in some cases triple digit jumps over time. That is not a coincidence. That is demand being shifted down to consumers while corporations scale profits 💰

#AI #EnergyCrisis #BigTech #aoc #datacenter 

AI data centers energy costs United States electricity bills Big Tech infrastructure demand Amazon Google Microsoft power grid utilities cost increase data centers Texas Virginia Arizona energy consumption AI impact on consumers",,
ocd-bill/4cab57ff-0ab0-4432-bb6e-2a60bad77a13,Minnesota,HF 4888,2026-04-09 00:00:00+00:00,"New data center moratorium established, and Public Utility Commission required to submit a report.",1316930523797527,2026-06-26 16:47:05+00:00,0.11661540335945303,"Despite the threat of a lawsuit, the Inver Grove Heights City Council approved a one-year moratorium on new data center development. The decision temporarily pauses new projects while the city studies how to regulate future proposals.

Find the link in the comments to read more.

#InverGroveHeights #DataCenter #Minnesota #LocalGovernment #FOX9",,
ocd-bill/db193d66-ebe1-4982-b1f9-13d2b043d718,Virginia,SB 93,2025-12-31 00:00:00+00:00,Data centers; taxes on banks that are tenants of a center.,1680193896612048,2026-03-30 19:00:14+00:00,0.11564924478780023,"Should data centers and some of the wealthiest companies in the world continue to get a $1.9 billion sales tax break? Or should Virginia collect that revenue and invest it back into communities?

This is the question at the heart of the #Virginia General Assembly’s budget impasse. The Senate’s proposed state budget would phase out the sales tax break, while the House version keeps it in place.

📈 Since 2008, this tax break has ballooned from  $1.6 million to a staggering $1.9 billion annually — that’s Billion, with a B — roughly 6% of Virginia's current annual state revenue.

📣 Before legislators return April 23, tell your Legislators and the Governor to End the #DataCenter Tax Subsidy: https://secure.everyaction.com/WtTk2bUXi0y2WUnGowuFgQ2",,
ocd-bill/67ad55d9-d008-4a75-b5ab-48b43bf22eec,Virginia,SB 93,2025-12-31 00:00:00+00:00,Data centers; taxes on banks that are tenants of a center.,1680193896612048,2026-03-30 19:00:14+00:00,0.11564924478780023,"Should data centers and some of the wealthiest companies in the world continue to get a $1.9 billion sales tax break? Or should Virginia collect that revenue and invest it back into communities?

This is the question at the heart of the #Virginia General Assembly’s budget impasse. The Senate’s proposed state budget would phase out the sales tax break, while the House version keeps it in place.

📈 Since 2008, this tax break has ballooned from  $1.6 million to a staggering $1.9 billion annually — that’s Billion, with a B — roughly 6% of Virginia's current annual state revenue.

📣 Before legislators return April 23, tell your Legislators and the Governor to End the #DataCenter Tax Subsidy: https://secure.everyaction.com/WtTk2bUXi0y2WUnGowuFgQ2",,
ocd-bill/777d72b6-1b8e-48f4-982c-d40d52951881,Oklahoma,HB 2992,2026-02-02 00:00:00+00:00,Corporation Commission; creating the Data Center Customer Ratepayer Protection Act of 2026; effective date; emergency.,1294355456112927,2026-03-21 21:12:09+00:00,0.11320386628923859,"⚡ DATA CENTER POWER GRAB: HB 2992 IS A JOKE ⚡

Let’s stop pretending.

HB 2992 is being sold as “protection” against massive data center power consumption.

But when you actually read it… it doesn’t do anything meaningful.

So here are the only three possibilities—and it has to be one of them 👇

👉 Legislators are too ignorant to understand their own bill

👉 Someone lied to them about what it does—and they blindly trusted it

👉 Or they are lying to YOU and hoping you won’t notice

We noticed! There isn’t a fourth option.

Because this bill:

👉 Doesn’t clearly prohibit shifting costs onto you, at all!

👉 Uses vague, feel-good language like “fair” and “unjust” with no real definition. And it’s for Kim David and gang at the Corp. Commission to decide! Fat chance!

👉 Creates ZERO real enforcement mechanism you can use. None! 

And here’s the kicker…

👉 ONLY the Corporation Commission can enforce it (how convenient)

That means YOU—the ratepayers—are completely sidelined. You are just helpless passengers! 

So when a billion-dollar data center plugs into the grid and your bill goes up to pay for the infrastructure…

You don’t get to challenge it.
You don’t get to fight it.
You just get to pay it.

This isn’t protection.
This is a campaign talking point dressed up as legislation. Seriously, that’s why so many are signing up as co authors. It looks good! 

Something they can point to and say,

“Look, we fixed it!”

…while making sure nothing actually changes. Well except taking away ",,
ocd-bill/8f3249f5-d4b3-4a7e-a1c4-7d0b8f5df573,Oklahoma,HB 3394,2026-02-02 00:00:00+00:00,Hyperscale data centers; Oklahoma Hyperscale Data Center Directory Act; Oklahoma Corporation Commission; directory; electrical utilities; water providers; effective date.,1951361348911337,2026-01-13 20:30:09+00:00,0.1129396055925055,"OKLAHOMA DATA CENTER LAWSUIT MATH 🏭⚖️💸

If Guerrilla Publishing sued every Oklahoma city that’s currently in the data-center pipeline to stop NDAs and closed-door business that violates the Open Meeting Act… would you back it?

Here are the Oklahoma cities publicly in play right now:

Coweta (Project Atlas)  ￼
Claremore (Project Mustang)  ￼
Sand Springs ￼
Tulsa Project Anthem
Yukon (proposed hyperscale data center tied to Gamma Resources rezoning)  ￼
Oklahoma City (same Yukon/OKC-border rezoning request before OKC Planning Commission)  ￼
Owasso / Tulsa County area (Project Clydesdale)  ￼
Muskogee (Google announced two new campuses in Muskogee County; City of Muskogee involved)  ￼
Stillwater (Google data center approvals advancing)  ￼
Pryor (Google expansion referenced in the statewide OK investment)  ￼

That’s 10 cities/communities in the active conversation right now.

Now the budget for ONLY filing fees + service fees 🧮👇
Your assumptions: $300 filing per city, $50 per service, 4–6 councilors per city

Per city baseline
$300 filing + ($50 × 4–6) service = $300 + $200–$300 = $500–$600

For 10 cities
Filing fees: 10 × $300 = $3,000
Service fees: 10 × ($200–$300) = $2,000–$3,000
Baseline total (file + serve only): $5,000–$6,000

Coweta electric board says it’s separate → +1 extra service = +$50
If we also name GRDA + 8 executives/officials in a case → 8 × $50 = +$400 (per case where we include them)

So one “fully loaded” city case can quickly become
Baseline $500–$600 + $50 + ",,
ocd-bill/a6fe3c80-99dd-4f46-926d-913e54593551,Virginia,HB 1132,2026-01-14 00:00:00+00:00,Data center tax revenue; creates local residential renewable energy incentive program.,2209948672875896,2026-01-27 17:02:46+00:00,0.11145891271040112,"West Virginia's high electricity costs are driven by a combination of historical dependence on coal and modern infrastructure pressures. While the state once enjoyed some of the lowest rates in the country, prices have surged rising nearly 34% between 2019 and 2024 largely because the state generates about 86% of its power from aging coal plants that are increasingly expensive to maintain and struggle to compete with cheaper natural gas and renewables.  

Beyond fuel costs, residential bills are further strained by a massive ""data center boom"" in the region, which has forced the regional grid operator (PJM) to invest billions in new transmission lines. 

West Virginia ratepayers are expected to contribute over $440 million for projects primarily serving these out of state facilities. Compounding these factors are a shrinking state population and the high cost of upgrading a ""decrepit"" grid against extreme weather, creating a significant energy burden for residents whose median incomes have not kept pace with these soaring utility expenses.

Fighting high electricity costs in West Virginia requires a mix of immediate personal action and long term community advocacy. Since a significant portion of the cost comes from regulatory decisions and infrastructure for out of state data centers, individual voices are more powerful than they might seem.

To lower your energy costs, you can take a multi pronged approach involving community advocacy, state assistance, and efficiency upgrad",,
ocd-bill/c0e0f047-7f9c-4bd1-9baa-c26d2affd9c1,Virginia,HB 1132,2026-01-14 00:00:00+00:00,Data center tax revenue; creates local residential renewable energy incentive program.,2209948672875896,2026-01-27 17:02:46+00:00,0.11145891271040112,"West Virginia's high electricity costs are driven by a combination of historical dependence on coal and modern infrastructure pressures. While the state once enjoyed some of the lowest rates in the country, prices have surged rising nearly 34% between 2019 and 2024 largely because the state generates about 86% of its power from aging coal plants that are increasingly expensive to maintain and struggle to compete with cheaper natural gas and renewables.  

Beyond fuel costs, residential bills are further strained by a massive ""data center boom"" in the region, which has forced the regional grid operator (PJM) to invest billions in new transmission lines. 

West Virginia ratepayers are expected to contribute over $440 million for projects primarily serving these out of state facilities. Compounding these factors are a shrinking state population and the high cost of upgrading a ""decrepit"" grid against extreme weather, creating a significant energy burden for residents whose median incomes have not kept pace with these soaring utility expenses.

Fighting high electricity costs in West Virginia requires a mix of immediate personal action and long term community advocacy. Since a significant portion of the cost comes from regulatory decisions and infrastructure for out of state data centers, individual voices are more powerful than they might seem.

To lower your energy costs, you can take a multi pronged approach involving community advocacy, state assistance, and efficiency upgrad",,
ocd-bill/77bc025d-6559-47e3-9e8d-41b74f82184a,Illinois,HB 4319,2026-01-07 00:00:00+00:00,DATA CENTER-PROPERTY RTS,935196092782049,2026-03-01 06:04:52+00:00,0.11125989104079276,"Disturbing New ￼report: Data centers linked to premature death. New research finds that data centers ￼emit nitrogen dioxide and tiny, inhalable particles that can harm people’s lungs, even causing premature deaths. 

The new mega-Project bill that JB Pritzker and Democrats pushed through a committee to ￼incentivize the Chicago Bears and greatly expand the number of data centers in Illinois, ￼could have major consequences on your ability to breathe, in addition to causing your property taxes to skyrocket.

According to a report by FOX 59: 

￼”The report was compiled by Community & Environmental Defense Services (CEDS) founder and president Richard Klein, who has been working in development-related concerns for 40 years. Klein found that a single data center could pose negative health risks for people living at least 0.6 miles away, sometimes further.”

[Link to the report on the first comment]

 #datacenter #JBPritzker #fairandbalanced #dekalbillinoisissues

￼",,
ocd-bill/ae787d06-7790-47af-a15b-281aee206edb,Virginia,HB 154,2026-01-06 00:00:00+00:00,"Data centers; use of emergency generation unit, disclosure requirements.",1829150211579858,2026-03-27 21:17:32+00:00,0.11110554225847613,"During a public comment period held at Louisa County Middle School on March 19, 21 individuals cited concerns with a draft permit that would allow Amazon Data Services, Inc. to release 280,000 gallons of treated non-contact cooling water per day into Sedges Creek at Lake Anna. The water would be used to cool IT equipment inside the Lake Anna Technology Campus, one of the two Amazon Web Services (AWS) data centers currently under construction in Louisa County. 

Lauren Voluck, an environmental program manager with AWS, was the first to speak as a representative of the applicant. Voluck shared that she has spent over 20 years in the environmental field protecting natural resources, including 14 years as an environmental regulator with the U.S. Army Corps of Engineers.

“I joined AWS because environmental responsibility is one of Amazon’s core principles, and they are dedicated to being good neighbors,” Voluck said. “Here in Louisa County, we recognize the unique and important nature that Lake Anna has to the community in Central Virginia.”

Voluck stated that AWS is following the regulatory process, which includes applying for the Virginia Pollutant Discharge Elimination System Permit (VPDES) from the Virginia Department of Environmental Quality (DEQ) which would allow them to release the 280,000 gallons of non-contact cooling water into Sedges Creek. The creek is a stream that runs through the Lake Anna Technology Campus and empties into Dominion’s Waste Heat treatment facilit",,
ocd-bill/0ecad61a-f737-4366-af00-68e55e37d522,Minnesota,HF 4153,2026-03-12 00:00:00+00:00,"Criteria for preapplication evaluations of water appropriations for data centers modified, data centers' electricity sales exempted in calculating a utility's solar energy standard, and data centers exempted from paying sales tax on electricity purchases.",1632372037848521,2026-05-12 22:12:03+00:00,0.10942638983930014,"— INVER GROVE HEIGHTS APPROVES PAUSE ON DATA CENTERS AS AI BOOM SPARKS CONCERNS 

Inver Grove Heights has officially hit pause on proposed data center developments as concerns continue growing across Minnesota over the rapid expansion of artificial intelligence infrastructure.

In a split 3-2 vote this week, the Inver Grove Heights City Council approved a one-year moratorium on new data centers while city officials study the possible long-term impacts these facilities could have on the community.

The debate centered around a proposed data center project planned for the former Travel Tags site on Carmen Avenue.

The developer behind the proposal — California-based Fortress Investment Group — argued the project would not resemble the massive “mega data centers” being built elsewhere in Minnesota and claimed its water usage would be comparable to only a few homes.

Despite those assurances, concerns remained over future environmental impacts, power usage, infrastructure strain, and how quickly data centers tied to the AI industry are spreading throughout the state.

Residents also voiced frustration after the council vote because public comment was not allowed before the moratorium was approved. Council members said they believed they had already received enough community input on the issue.

Inver Grove Heights now joins Eagan and other Minnesota communities attempting to get ahead of the growing demand for data centers fueled by artificial intelligence and cloud computing exp",,
ocd-bill/54b2e530-d763-4ea3-bb28-31f2fea7ad39,Virginia,HB 824,2026-01-13 00:00:00+00:00,"Data centers; energy generation and storage, report.",1931764390705584,2026-01-15 22:16:04+00:00,0.10926417655501644,"The Hobart Indiana Data Center is located closer to Lake Michigan than most folks realize. It’s actually 12 miles as the crow flies, and 16 miles using a 100% waterway, from Deep River (Hobart) to Lake Michigan. The effect of Data Centers on the Great Lakes is an important issue that should be looked into. The Great Lakes Region is undergoing one of the most dramatic structural shifts in electricity demand it’s seen in decades, driven almost entirely by the rapid expansion of Data Centers.
     In January 2026, the Center of Economic & Policy Studies at the University of Virginia published a lengthy, fact-based report titled Economic, Fiscal, and Energy-related Impacts of Data Centers in the Great Lakes Region. This report is 135 pages long, but here are some excerpts that should peak some interest in the impact of Data Centers on the Great Lakes. Since Hobart Indiana Data Center is within the Great Lakes Region, we felt is pertinent to reveal some of the key points exposed in the report.
    “The Great Lakes region now hosts nearly one-fifth of all U.S. data center facilities, with growth expected to exceed national averages through the end of the decade. Using detailed S&P Global facility data, this report provides the first unified regional assessment of location patterns, energy requirements, and economic impacts across the eight Great Lakes states.” 
     “In states such as Illinois, Ohio, Minnesota, and Indiana, there will be steep increases, and in some states data cen",,
ocd-bill/2fb66d72-5a66-46c1-8118-7f9d8cfc306d,New York,S 10546,2026-05-20 00:00:00+00:00,Enacts the homegrown energy act,1577845150804078,2026-08-09 15:06:11+00:00,0.10919300718702428,"New York just became the first state in the nation to temporarily halt new hyperscale data center development.

Governor Kathy Hochul signed an executive order for a one year moratorium on environmental permits for data centers needing 50 megawatts or more.

The goal is protecting the electric grid, lowering utility costs, and buying time for stricter statewide standards.

Is this a smart move to protect local communities, or a major roadblock for AI innovation?

Drop your take in the comments below. 👇

newyork ai infrastructure techpolicy datacenter energy",,
ocd-bill/f449924e-7e8a-4d17-bbbf-6aee35bc5696,Minnesota,SF 3968,2026-02-26 00:00:00+00:00,Data centers provisions modification,1632372037848521,2026-05-12 22:12:03+00:00,0.10676178102862895,"— INVER GROVE HEIGHTS APPROVES PAUSE ON DATA CENTERS AS AI BOOM SPARKS CONCERNS 

Inver Grove Heights has officially hit pause on proposed data center developments as concerns continue growing across Minnesota over the rapid expansion of artificial intelligence infrastructure.

In a split 3-2 vote this week, the Inver Grove Heights City Council approved a one-year moratorium on new data centers while city officials study the possible long-term impacts these facilities could have on the community.

The debate centered around a proposed data center project planned for the former Travel Tags site on Carmen Avenue.

The developer behind the proposal — California-based Fortress Investment Group — argued the project would not resemble the massive “mega data centers” being built elsewhere in Minnesota and claimed its water usage would be comparable to only a few homes.

Despite those assurances, concerns remained over future environmental impacts, power usage, infrastructure strain, and how quickly data centers tied to the AI industry are spreading throughout the state.

Residents also voiced frustration after the council vote because public comment was not allowed before the moratorium was approved. Council members said they believed they had already received enough community input on the issue.

Inver Grove Heights now joins Eagan and other Minnesota communities attempting to get ahead of the growing demand for data centers fueled by artificial intelligence and cloud computing exp",,
ocd-bill/925b4099-abef-4bf3-80d8-968ba28973ea,Virginia,HB 641,2026-01-13 00:00:00+00:00,"Virginia's Great Outdoors Act; established, creates data center land conservation tax.",2075401503184046,2026-04-09 19:00:15+00:00,0.10638430030854369,"Should data centers and some of the wealthiest companies in the world continue to get a $1.9 billion sales tax break? Or should Virginia collect that revenue and invest it back into communities?

This is the question at the heart of the #Virginia General Assembly’s budget impasse. The Senate’s proposed state budget would phase out the sales tax break, while the House version keeps it in place.

📈 Since 2008, this tax break has ballooned from  $1.6 million to a staggering $1.9 billion annually — that’s Billion, with a B — roughly 6% of Virginia's current annual state revenue.

📣 Before legislators return April 23, tell your Legislators and the Governor to End the #DataCenter Tax Subsidy: https://secure.everyaction.com/WtTk2bUXi0y2WUnGowuFgQ2",,
ocd-bill/6dfba32f-9dc1-4a85-89b7-3b238bd16304,Virginia,HB 641,2026-01-13 00:00:00+00:00,"Virginia's Great Outdoors Act; established, creates data center land conservation tax.",2075401503184046,2026-04-09 19:00:15+00:00,0.10638430030854369,"Should data centers and some of the wealthiest companies in the world continue to get a $1.9 billion sales tax break? Or should Virginia collect that revenue and invest it back into communities?

This is the question at the heart of the #Virginia General Assembly’s budget impasse. The Senate’s proposed state budget would phase out the sales tax break, while the House version keeps it in place.

📈 Since 2008, this tax break has ballooned from  $1.6 million to a staggering $1.9 billion annually — that’s Billion, with a B — roughly 6% of Virginia's current annual state revenue.

📣 Before legislators return April 23, tell your Legislators and the Governor to End the #DataCenter Tax Subsidy: https://secure.everyaction.com/WtTk2bUXi0y2WUnGowuFgQ2",,
ocd-bill/e9925358-6683-42b3-99c7-f81a3221f95f,Virginia,SB 393,2026-01-13 00:00:00+00:00,"Virginia's Great Outdoors Act; established, creates data center land conservation tax.",2075401503184046,2026-04-09 19:00:15+00:00,0.10550872995600534,"Should data centers and some of the wealthiest companies in the world continue to get a $1.9 billion sales tax break? Or should Virginia collect that revenue and invest it back into communities?

This is the question at the heart of the #Virginia General Assembly’s budget impasse. The Senate’s proposed state budget would phase out the sales tax break, while the House version keeps it in place.

📈 Since 2008, this tax break has ballooned from  $1.6 million to a staggering $1.9 billion annually — that’s Billion, with a B — roughly 6% of Virginia's current annual state revenue.

📣 Before legislators return April 23, tell your Legislators and the Governor to End the #DataCenter Tax Subsidy: https://secure.everyaction.com/WtTk2bUXi0y2WUnGowuFgQ2",,
ocd-bill/227c02a8-d1ce-4f3d-9a0c-0175cfe1c659,Virginia,SB 288,2024-01-09 00:00:00+00:00,Data centers; noise abatement.,400981655934238,2024-02-07 20:55:24+00:00,0.1053794074575529,"⚡️🔌 Data centers use a staggering amount of electricity. As of 2022, they consumed about 21% of Virginia’s power, but they are the only growing sector of electricity demand in the state. In fact, there are so many new facilities being proposed and approved that this single industry is projected to drive Virginia's peak energy demand to double from current levels by 2040.

This explosive growth threatens to derail state efforts to meet climate goals, improve air and water quality, advance land conservation, and protect national and state parks. 

To make matters even worse, ordinary ratepayers throughout the state will foot the bill to build out the electric transmission and generation projects that are required to keep the data center industry afloat. Yet, the Commonwealth does not currently have any regulatory oversight of data center development. 

Learn more and take action at https://pecva.org/datacenters

Watch the full video at https://youtu.be/fAPusgiz4B8?si=GmMAh4iNGPewchqO

#climatechange #electricty #energy #datacenter #artificialintelligence #ai #virginia",,
ocd-bill/5d4eb3ac-6166-4fdb-a6df-1fd90ceb90aa,Virginia,HB 589,2026-01-13 00:00:00+00:00,"Data centers; certain data from water users, water use consumption.",1829150211579858,2026-03-27 21:17:32+00:00,0.10478278529492172,"During a public comment period held at Louisa County Middle School on March 19, 21 individuals cited concerns with a draft permit that would allow Amazon Data Services, Inc. to release 280,000 gallons of treated non-contact cooling water per day into Sedges Creek at Lake Anna. The water would be used to cool IT equipment inside the Lake Anna Technology Campus, one of the two Amazon Web Services (AWS) data centers currently under construction in Louisa County. 

Lauren Voluck, an environmental program manager with AWS, was the first to speak as a representative of the applicant. Voluck shared that she has spent over 20 years in the environmental field protecting natural resources, including 14 years as an environmental regulator with the U.S. Army Corps of Engineers.

“I joined AWS because environmental responsibility is one of Amazon’s core principles, and they are dedicated to being good neighbors,” Voluck said. “Here in Louisa County, we recognize the unique and important nature that Lake Anna has to the community in Central Virginia.”

Voluck stated that AWS is following the regulatory process, which includes applying for the Virginia Pollutant Discharge Elimination System Permit (VPDES) from the Virginia Department of Environmental Quality (DEQ) which would allow them to release the 280,000 gallons of non-contact cooling water into Sedges Creek. The creek is a stream that runs through the Lake Anna Technology Campus and empties into Dominion’s Waste Heat treatment facilit",,
ocd-bill/fd0563a1-fa71-4cfc-a1f4-90b69f8b1f35,Minnesota,SF 5100,2026-04-13 00:00:00+00:00,Data centers provisions modifications,1632372037848521,2026-05-12 22:12:03+00:00,0.10457627959975284,"— INVER GROVE HEIGHTS APPROVES PAUSE ON DATA CENTERS AS AI BOOM SPARKS CONCERNS 

Inver Grove Heights has officially hit pause on proposed data center developments as concerns continue growing across Minnesota over the rapid expansion of artificial intelligence infrastructure.

In a split 3-2 vote this week, the Inver Grove Heights City Council approved a one-year moratorium on new data centers while city officials study the possible long-term impacts these facilities could have on the community.

The debate centered around a proposed data center project planned for the former Travel Tags site on Carmen Avenue.

The developer behind the proposal — California-based Fortress Investment Group — argued the project would not resemble the massive “mega data centers” being built elsewhere in Minnesota and claimed its water usage would be comparable to only a few homes.

Despite those assurances, concerns remained over future environmental impacts, power usage, infrastructure strain, and how quickly data centers tied to the AI industry are spreading throughout the state.

Residents also voiced frustration after the council vote because public comment was not allowed before the moratorium was approved. Council members said they believed they had already received enough community input on the issue.

Inver Grove Heights now joins Eagan and other Minnesota communities attempting to get ahead of the growing demand for data centers fueled by artificial intelligence and cloud computing exp",,
ocd-bill/758faf0c-d14c-43f6-a258-197015af27f3,Virginia,SB 191,2024-01-08 00:00:00+00:00,"Electric utilities; data center demand, allocation of costs among customer classes.",400981655934238,2024-02-07 20:55:24+00:00,0.10402280998857802,"⚡️🔌 Data centers use a staggering amount of electricity. As of 2022, they consumed about 21% of Virginia’s power, but they are the only growing sector of electricity demand in the state. In fact, there are so many new facilities being proposed and approved that this single industry is projected to drive Virginia's peak energy demand to double from current levels by 2040.

This explosive growth threatens to derail state efforts to meet climate goals, improve air and water quality, advance land conservation, and protect national and state parks. 

To make matters even worse, ordinary ratepayers throughout the state will foot the bill to build out the electric transmission and generation projects that are required to keep the data center industry afloat. Yet, the Commonwealth does not currently have any regulatory oversight of data center development. 

Learn more and take action at https://pecva.org/datacenters

Watch the full video at https://youtu.be/fAPusgiz4B8?si=GmMAh4iNGPewchqO

#climatechange #electricty #energy #datacenter #artificialintelligence #ai #virginia",,
ocd-bill/12dd05f8-3553-4b77-8680-c6d1ecbd9218,Virginia,HB 2712,2025-01-17 00:00:00+00:00,Data centers; local authority considering any land use application.,2148611415725210,2025-03-19 16:24:47+00:00,0.10181300089425838,"Read Culpeper County’s Land Use Representative, Sarah Parmelee’s findings on why the driving rationale for every #datacenter rezoning in Virginia doesn't always help the ratepayer.",,
